Average of open,Column Labels,,,,,,,,,,,,,,'13,1848.36
ORLY,116.4599562,155.0757143,231.9465079,269.0303968,234.2233068,262.3538462,204.3339635,6.3%,8.4%,11.3%,13.2%,8.8%,10.5%,,,
OXY,89.82141593,94.29115079,74.35771825,71.98214286,64.11005976,75.13346154,78.62092931,4.9%,5.1%,3.6%,3.5%,2.4%,3.0%,,,
PAYX,38.73108407,42.9630754,49.06892857,55.36638651,60.53099602,68.03269231,49.92831565,2.1%,2.3%,2.4%,2.7%,2.3%,2.7%,,,
PBCT,14.19480575,14.66248016,15.63371032,15.91623016,18.02573705,19.44115385,15.79307871,0.8%,0.8%,0.8%,0.8%,0.7%,0.8%,,,
PCAR,53.80615044,63.31218254,60.08115079,55.68876984,67.72776892,75.11692308,60.55725973,2.9%,3.4%,2.9%,2.7%,2.5%,3.0%,,,
PCG,43.45712389,45.8106746,52.8406746,59.74996032,63.9610757,43.42538462,53.15467037,2.4%,2.5%,2.6%,2.9%,2.4%,1.7%,,,
PCLN,901.2439823,1199.023571,1220.290913,1345.828373,1797.208924,1887.139615,1312.678483,48.8%,64.9%,59.3%,65.8%,67.2%,75.3%,,,
PDCO,39.53464602,41.56896825,47.77587302,44.94734127,41.21780876,36.75730769,42.95299444,2.1%,2.2%,2.3%,2.2%,1.5%,1.5%,,,
PEG,33.33690265,37.64571429,41.03355159,43.37865079,45.97912351,50.03903846,40.61517871,1.8%,2.0%,2.0%,2.1%,1.7%,2.0%,,,
PEP,81.2969469,88.74021825,96.79166667,103.6151786,112.8651514,118.7167308,97.42172994,4.4%,4.8%,4.7%,5.1%,4.2%,4.7%,,,
PFE,29.21287655,30.33291667,33.7031746,32.83365476,34.05213546,36.76769231,32.18135989,1.6%,1.6%,1.6%,1.6%,1.3%,1.5%,,,
PFG,40.43964602,49.32323413,50.70650794,45.85797619,64.41521912,71.32807692,50.77507149,2.2%,2.7%,2.5%,2.2%,2.4%,2.8%,,,
PG,79.35298673,82.35676587,79.44305556,83.65783889,89.43845817,88.69961538,83.03760794,4.3%,4.5%,3.9%,4.1%,3.3%,3.5%,,,
PGR,25.83269912,25.03968254,28.99888889,32.65257937,44.52928287,55.38653846,32.01053217,1.4%,1.4%,1.4%,1.6%,1.7%,2.2%,,,
PH,102.6891593,121.4069048,112.8415476,116.1555952,165.0623307,203.5984615,125.6821088,5.6%,6.6%,5.5%,5.7%,6.2%,8.1%,,,
PHM,18.76095177,19.44186508,20.25488095,18.8502381,25.28581673,33.51038462,20.81955925,1.0%,1.1%,1.0%,0.9%,0.9%,1.3%,,,
PKG,52.33190265,69.02083333,70.5202381,69.84456349,105.0884462,125.7769231,74.85273233,2.8%,3.7%,3.4%,3.4%,3.9%,5.0%,,,
PKI,35.40920354,44.36313492,49.73974206,51.81212302,63.85462151,78.64769231,49.91692613,1.9%,2.4%,2.4%,2.5%,2.4%,3.1%,,,
PLD,38.99,40.49013889,41.42071429,47.72087302,58.39780876,63.00846154,45.88959889,2.1%,2.2%,2.0%,2.3%,2.2%,2.5%,,,
PM,89.54579646,84.36662738,83.12400794,96.06956349,110.4244821,105.6630769,93.02486505,4.8%,4.6%,4.0%,4.7%,4.1%,4.2%,,,
PNC,71.65466814,84.72680556,92.91571429,90.16138889,127.4573705,152.5207692,95.02611597,3.9%,4.6%,4.5%,4.4%,4.8%,6.1%,,,
PNR,60.69475664,71.92549603,60.14321429,56.78093254,64.53940239,72.35576923,63.05620731,3.3%,3.9%,2.9%,2.8%,2.4%,2.9%,,,
PNW,56.30778805,56.68805556,62.89809524,73.90375,85.47334661,80.11807692,67.53129079,3.0%,3.1%,3.1%,3.6%,3.2%,3.2%,,,
PPG,79.32579646,99.9678373,107.8151587,102.014127,107.7849602,117.5973077,100.1652581,4.3%,5.4%,5.2%,5.0%,4.0%,4.7%,,,
PPL,30.67900442,33.44242063,33.05603175,35.77781746,37.26322709,31.28615385,34.05368149,1.7%,1.8%,1.6%,1.8%,1.4%,1.2%,,,
PRGO,126.9330088,151.2255159,172.0548611,104.5865079,77.85378486,91.06923077,125.8287649,6.9%,8.2%,8.4%,5.1%,2.9%,3.6%,,,
PRU,73.33725619,86.39460317,83.16083333,79.11095238,108.3368127,120.2026923,87.01823662,4.0%,4.7%,4.0%,3.9%,4.1%,4.8%,,,
PSA,157.5836504,171.60625,206.9030952,238.815119,213.5301394,196.0526923,198.4695036,8.5%,9.3%,10.0%,11.7%,8.0%,7.8%,,,
PSX,62.84535929,78.91944405,79.6935119,80.92690476,84.68695219,102.6807692,78.23131144,3.4%,4.3%,3.9%,4.0%,3.2%,4.1%,,,
PVH,122.6830973,121.2100794,104.9100397,95.48674603,112.2398805,146.7715385,111.8026847,6.6%,6.6%,5.1%,4.7%,4.2%,5.9%,,,
PWR,28.18968982,33.78992063,26.02563492,24.94746032,35.60992032,38.55192308,29.92183471,1.5%,1.8%,1.3%,1.2%,1.3%,1.5%,,,
PX,118.0044248,129.6252381,116.49,113.784246,131.8082271,160.5538462,122.8132923,6.4%,7.0%,5.7%,5.6%,4.9%,6.4%,,,
PXD,159.372323,191.388254,143.319881,158.7686111,163.5479482,181.5257692,163.7366878,8.6%,10.4%,7.0%,7.8%,6.1%,7.2%,,,
PYPL,,,35.7509127,38.25452381,55.84364542,80.08442308,46.17359542,0.0%,0.0%,1.7%,1.9%,2.1%,3.2%,,,
QCOM,66.48550398,76.08471071,62.78197222,57.37377063,56.85365737,66.55307692,63.92292788,3.6%,4.1%,3.0%,2.8%,2.1%,2.7%,,,
QRVO,,,64.99597222,51.1822619,69.56075697,70.61884615,62.19302817,0.0%,0.0%,3.2%,2.5%,2.6%,2.8%,,,
RCL,37.55008805,59.16230278,84.57194444,75.9072619,110.1968526,127.6469231,75.30914234,2.0%,3.2%,4.1%,3.7%,4.1%,5.1%,,,
RE,137.1147345,159.3220635,180.067381,190.5509524,238.3297012,226.0407692,182.8679309,7.4%,8.6%,8.7%,9.3%,8.9%,9.0%,,,
REG,51.16619469,54.67452381,64.78154762,74.74944444,65.52613546,64.17961538,62.44565528,2.8%,3.0%,3.1%,3.7%,2.5%,2.6%,,,
REGN,247.3676106,333.6487115,498.5743825,395.1777381,422.3260159,371.7861538,381.8615145,13.4%,18.1%,24.2%,19.3%,15.8%,14.8%,,,
RF,9.171859292,10.2896623,9.758869048,9.694900794,14.80167331,18.48192308,10.93243455,0.5%,0.6%,0.5%,0.5%,0.6%,0.7%,,,
RHI,36.70026549,47.5190873,55.34488095,40.84234127,48.58494024,56.66307692,46.2083479,2.0%,2.6%,2.7%,2.0%,1.8%,2.3%,,,
RHT,49.09256637,56.87257937,74.8597619,74.28805556,98.40652988,126.9080769,72.28888721,2.7%,3.1%,3.6%,3.6%,3.7%,5.1%,,,
RJF,44.58579646,52.5309127,56.45484127,54.70984127,79.79555777,94.27,58.62381652,2.4%,2.8%,2.7%,2.7%,3.0%,3.8%,,,
RL,173.2059292,163.2671429,130.1117262,98.2127381,83.05741036,109.1423077,128.2849365,9.4%,8.8%,6.3%,4.8%,3.1%,4.4%,,,
RMD,48.14050885,49.39001984,59.41404762,60.82480159,74.83573705,92.58576923,59.42591739,2.6%,2.7%,2.9%,3.0%,2.8%,3.7%,,,
ROK,96.90303097,117.266746,112.6973611,115.1100794,166.1337052,200.3488462,123.7231215,5.2%,6.3%,5.5%,5.6%,6.2%,8.0%,,,
ROP,126.3692478,144.1408333,170.8325,175.0904762,228.2958765,273.4119231,171.9352701,6.8%,7.8%,8.3%,8.6%,8.5%,10.9%,,,
ROST,33.72495796,36.73484127,50.48021825,59.47007937,64.1961753,81.97730769,49.90559611,1.8%,2.0%,2.5%,2.9%,2.4%,3.3%,,,
RRC,77.28789779,78.8756746,43.82857143,36.3227381,23.41438247,16.03846154,50.70363376,4.2%,4.3%,2.1%,1.8%,0.9%,0.6%,,,
RSG,33.53128319,36.60130952,41.43440476,49.53146825,63.12922311,67.88038462,45.54036934,1.8%,2.0%,2.0%,2.4%,2.4%,2.7%,,,
RTN,70.83526549,97.77214286,109.2332329,133.702881,167.9732908,197.9926923,118.487972,3.8%,5.3%,5.3%,6.5%,6.3%,7.9%,,,
SBAC,78.00860619,102.4080556,114.9684524,103.933254,135.346255,165.4515385,108.7161676,4.2%,5.5%,5.6%,5.1%,5.1%,6.6%,,,
SBUX,34.38164469,37.79910714,53.247125,56.5598869,57.2559761,58.73942308,48.34429603,1.9%,2.0%,2.6%,2.8%,2.1%,2.3%,,,
SCG,49.13889381,51.67472222,55.90795635,69.76404762,60.62460159,42.59730769,57.28440826,2.7%,2.8%,2.7%,3.4%,2.3%,1.7%,,,
SCHW,20.69787434,27.30210317,31.09607143,29.96678571,42.44414343,53.67846154,30.97284321,1.1%,1.5%,1.5%,1.5%,1.6%,2.1%,,,
SEE,26.47939159,34.50992063,47.6297619,46.17007937,45.31964143,48.35807692,40.4693745,1.4%,1.9%,2.3%,2.3%,1.7%,1.9%,,,
SHW,177.7350221,210.8237897,271.5472619,277.7425397,343.8724701,419.6792308,261.2711597,9.6%,11.4%,13.2%,13.6%,12.9%,16.7%,,,
SIG,70.17192478,105.8937302,130.5308333,96.88071429,64.71545817,54.58,93.33951152,3.8%,5.7%,6.3%,4.7%,2.4%,2.2%,,,
SJM,103.7349265,100.3938889,113.9871825,133.8636508,121.8691235,125.15,115.2063649,5.6%,5.4%,5.5%,6.5%,4.6%,5.0%,,,
SLB,81.39637212,98.78333333,81.79793651,77.04992063,71.11856574,74.90038462,81.90374114,4.4%,5.3%,4.0%,3.8%,2.7%,3.0%,,,
SLG,89.28269912,106.3389286,118.7810714,103.6852579,103.77,97.32961538,104.5382486,4.8%,5.8%,5.8%,5.1%,3.9%,3.9%,,,
SNA,93.35146018,119.6386508,155.4968254,157.262381,161.9741235,177.2980769,139.258892,5.1%,6.5%,7.6%,7.7%,6.1%,7.1%,,,
SNI,71.56146018,77.85400794,63.67138889,63.70686508,78.18466135,87.52076923,71.31954726,3.9%,4.2%,3.1%,3.1%,2.9%,3.5%,,,
SNPS,36.37619469,39.83837302,47.72845238,52.66246032,76.15131474,90.145,51.64142176,2.0%,2.2%,2.3%,2.6%,2.8%,3.6%,,,
SO,43.69896018,44.31777778,45.04738095,50.17742063,49.73756574,45.16038462,46.62350596,2.4%,2.4%,2.2%,2.5%,1.9%,1.8%,,,
SPG,159.509646,168.4769444,188.6333135,199.8869048,165.881992,164.7038462,176.5934432,8.6%,9.1%,9.2%,9.8%,6.2%,6.6%,,,
SPGI,59.66522124,81.81690476,98.96670635,108.7726587,144.5532669,177.7123077,101.1564019,3.2%,4.4%,4.8%,5.3%,5.4%,7.1%,,,
SRCL,111.2329199,118.5684524,134.570754,97.20924603,76.03916335,71.32461538,106.7249562,6.0%,6.4%,6.5%,4.8%,2.8%,2.8%,,,
SRE,83.96415929,101.0896627,103.2599206,103.253254,112.704004,106.2784615,101.3056076,4.5%,5.5%,5.0%,5.1%,4.2%,4.2%,,,
STI,32.30725664,38.76904762,41.76880952,42.41468254,57.6247012,68.43230769,43.31097697,1.7%,2.1%,2.0%,2.1%,2.2%,2.7%,,,
STT,65.49867257,70.32805556,74.08948413,64.26277778,87.81013546,105.5923077,73.2135695,3.5%,3.8%,3.6%,3.1%,3.3%,4.2%,,,
STX,42.35531018,57.22595198,50.19799603,31.53380952,40.012749,50.09038462,44.42828038,2.3%,3.1%,2.4%,1.5%,1.5%,2.0%,,,
STZ,55.02482301,85.19565437,122.9802381,156.3427183,187.0707566,219.97,124.6769498,3.0%,4.6%,6.0%,7.6%,7.0%,8.8%,,,
SWK,81.48286504,86.84480159,101.5705952,112.1499603,142.5215139,169.9938462,106.711944,4.4%,4.7%,4.9%,5.5%,5.3%,6.8%,,,
SWKS,23.91331814,47.73361151,89.58736111,70.58436508,100.5170916,99.64403846,68.00404289,1.3%,2.6%,4.4%,3.5%,3.8%,4.0%,,,
SYF,,26.3671028,31.94892857,29.0693254,32.42354582,39.09653846,30.80259009,0.0%,1.4%,1.6%,1.4%,1.2%,1.6%,,,
SYK,68.68300885,83.08526786,95.68043651,110.4910317,139.8573705,161.2376923,101.4387907,3.7%,4.5%,4.6%,5.4%,5.2%,6.4%,,,
SYMC,23.93090619,22.83956349,22.78039683,21.12202381,29.7214741,27.73903846,24.153034,1.3%,1.2%,1.1%,1.0%,1.1%,1.1%,,,
SYY,33.82358407,37.19297619,38.97424603,48.71087302,53.75948207,61.85038462,43.06207307,1.8%,2.0%,1.9%,2.4%,2.0%,2.5%,,,
T,35.55623894,34.60742063,33.81109127,39.23454365,38.61211155,37.49076923,36.40244639,1.9%,1.9%,1.6%,1.9%,1.4%,1.5%,,,
TAP,50.6774115,66.98889444,78.09446429,97.85285714,89.85175299,83.05846154,77.3513355,2.7%,3.6%,3.8%,4.8%,3.4%,3.3%,,,
TDG,146.8611726,180.4913095,222.1911111,251.6755556,258.5815339,293.7515385,214.9565846,7.9%,9.8%,10.8%,12.3%,9.7%,11.7%,,,
TEL,47.62757832,59.92904762,65.71803571,61.41744048,80.63613546,100.5101923,64.14378689,2.6%,3.2%,3.2%,3.0%,3.0%,4.0%,,,
TGT,66.88052965,61.5580754,78.21636905,73.48132937,58.29709163,73.37269231,67.82820866,3.6%,3.3%,3.8%,3.6%,2.2%,2.9%,,,
TIF,77.03966814,95.43468254,86.18543651,69.3034127,90.94079681,106.9592308,84.39299047,4.2%,5.2%,4.2%,3.4%,3.4%,4.3%,,,
TJX,52.94464602,59.41837302,69.00688492,75.69994048,74.04386454,77.72384615,66.72825258,2.9%,3.2%,3.4%,3.7%,2.8%,3.1%,,,
TMK,44.9909208,52.97845714,57.05486111,60.7772619,78.9247012,91.04923077,59.88053558,2.4%,2.9%,2.8%,3.0%,3.0%,3.6%,,,
TMO,88.57595133,119.9957143,130.6786905,145.8903175,173.3765936,210.2684615,134.1834631,4.8%,6.5%,6.3%,7.1%,6.5%,8.4%,,,
TPR,54.13913717,40.87924603,34.96595238,37.9340873,41.6986255,46.555,41.76696585,2.9%,2.2%,1.7%,1.9%,1.6%,1.9%,,,
TRIP,66.65838496,90.08563492,79.04886905,62.63798095,41.37099602,35.66461538,67.34143066,3.6%,4.9%,3.8%,3.1%,1.5%,1.4%,,,
TROW,75.33050885,81.16007937,77.61577381,71.10047619,80.63358566,112.2142308,77.92702939,4.1%,4.4%,3.8%,3.5%,3.0%,4.5%,,,
TRV,84.20230088,92.43916667,105.5960714,113.340873,125.0624701,139.9063462,105.2619102,4.6%,5.0%,5.1%,5.5%,4.7%,5.6%,,,
TSCO,61.02623894,67.56253968,87.52626984,83.15126984,63.30601594,76.98461538,72.85134234,3.3%,3.7%,4.3%,4.1%,2.4%,3.1%,,,
TSN,27.40570796,39.22543651,42.91646825,66.01662698,66.18013944,79.135,49.40299047,1.5%,2.1%,2.1%,3.2%,2.5%,3.2%,,,
TSS,26.79367257,31.32900794,43.72595238,48.78694444,61.93484064,83.77615385,43.67542097,1.4%,1.7%,2.1%,2.4%,2.3%,3.3%,,,
TWX,61.67504425,72.69904722,79.18154762,77.39646825,97.95162948,93.57961538,78.42359722,3.3%,3.9%,3.8%,3.8%,3.7%,3.7%,,,
TXN,38.11712301,47.34481944,53.95073413,63.05119048,84.2800996,110.6928846,58.82618689,2.1%,2.6%,2.6%,3.1%,3.2%,4.4%,,,
TXT,28.66174779,38.57904762,42.90051587,38.99873016,49.83458167,58.76884615,40.40870135,1.6%,2.1%,2.1%,1.9%,1.9%,2.3%,,,
UA,,,,33.68712366,17.4150996,13.30384615,23.72115551,0.0%,0.0%,0.0%,1.6%,0.7%,0.5%,,,
UAA,16.75118363,29.92705357,42.6780754,38.22936905,19.12420598,14.50615385,29.3037305,0.9%,1.6%,2.1%,1.9%,0.7%,0.6%,,,
UAL,32.3819031,47.49095238,59.96894841,52.9475,69.21553785,70.35846154,53.17187855,1.8%,2.6%,2.9%,2.6%,2.6%,2.8%,,,
UDR,24.3570354,27.7293254,33.72087302,35.56492063,37.87936255,36.39423077,32.09409849,1.3%,1.5%,1.6%,1.7%,1.4%,1.5%,,,
UHS,70.02028761,94.70301587,124.4149008,122.4097619,114.1168725,116.4688462,106.0850556,3.8%,5.1%,6.0%,6.0%,4.3%,4.6%,,,
ULTA,101.0022566,100.7605754,157.5886905,224.0559524,254.5356175,231.005,170.2042851,5.5%,5.5%,7.7%,11.0%,9.5%,9.2%,,,
UNH,66.44716814,83.36041667,116.5283929,135.3034921,186.0620717,232.8430769,120.9221763,3.6%,4.5%,5.7%,6.6%,7.0%,9.3%,,,
UNM,29.72438053,34.30980159,34.28075397,34.24892857,48.81649402,55.23192308,36.7928753,1.6%,1.9%,1.7%,1.7%,1.8%,2.2%,,,
UNP,76.46094027,101.118502,99.5631746,88.35129365,110.8460359,136.5896154,96.49735187,4.1%,5.5%,4.8%,4.3%,4.1%,5.4%,,,
UPS,89.59995575,100.7600397,100.7096429,105.7650198,111.8352191,127.5748077,102.5101827,4.8%,5.5%,4.9%,5.2%,4.2%,5.1%,,,
URI,57.81176991,100.8299413,81.74337302,72.11373016,126.1742765,178.0246154,90.18663908,3.1%,5.5%,4.0%,3.5%,4.7%,7.1%,,,
USB,36.15066372,42.04146825,43.39220278,42.86725794,52.74952191,56.30769231,43.84909778,2.0%,2.3%,2.1%,2.1%,2.0%,2.2%,,,
UTX,100.4262832,112.1461508,107.1602381,101.1648413,117.2005378,134.1438462,108.3083122,5.4%,6.1%,5.2%,4.9%,4.4%,5.4%,,,
V,45.72225664,55.46308016,70.77888492,77.89618254,97.6835259,121.0376923,71.04176982,2.5%,3.0%,3.4%,3.8%,3.7%,4.8%,,,
VAR,72.0340708,83.20174603,85.57531746,86.33781746,98.15802789,115.9307692,85.95751787,3.9%,4.5%,4.2%,4.2%,3.7%,4.6%,,,
VFC,46.24339912,63.86436508,71.08549603,60.20531746,59.65247012,78.50192308,60.87683336,2.5%,3.5%,3.5%,2.9%,2.2%,3.1%,,,
VIAB,73.15168142,81.37940476,58.2597619,39.82456349,34.56398406,31.84461538,56.60100079,4.0%,4.4%,2.8%,1.9%,1.3%,1.3%,,,
VLO,39.93650398,51.31000079,61.63638889,58.71460317,70.73342629,95.13230769,57.59471811,2.2%,2.8%,3.0%,2.9%,2.6%,3.8%,,,
VMC,52.16079646,63.39436508,88.66119048,111.8569841,122.5618725,133.9361538,89.38814138,2.8%,3.4%,4.3%,5.5%,4.6%,5.3%,,,
VNO,85.47539823,103.296746,101.4825198,96.38704365,89.32621514,72.45538462,94.92936458,4.6%,5.6%,4.9%,4.7%,3.3%,2.9%,,,
VRSK,61.99845133,61.98448413,72.89934524,79.04738095,84.05416335,97.59961538,72.72239873,3.4%,3.4%,3.5%,3.9%,3.1%,3.9%,,,
VRSN,49.26079646,54.53565476,69.18281746,81.86698413,96.39904382,113.1023077,71.54669976,2.7%,3.0%,3.4%,4.0%,3.6%,4.5%,,,
VRTX,70.49871681,89.45416667,123.7923307,88.36949008,126.8009562,160.3523077,101.5996395,3.8%,4.8%,6.0%,4.3%,4.7%,6.4%,,,
VTR,67.55995575,64.75690476,64.66402778,64.57563492,64.88266932,56.10269231,65.05155282,3.7%,3.5%,3.1%,3.2%,2.4%,2.2%,,,
VZ,49.26976106,48.61270992,47.17152778,51.36313889,48.23149004,52.73538462,49.0018498,2.7%,2.6%,2.3%,2.5%,1.8%,2.1%,,,
WAT,98.68632743,106.5595992,126.015873,139.4999603,174.3126295,208.8907692,131.2547649,5.3%,5.8%,6.1%,6.8%,6.5%,8.3%,,,
WBA,50.83511062,66.26357143,85.34265873,81.18543651,79.22302789,75.14807692,73.06677125,2.8%,3.6%,4.1%,4.0%,3.0%,3.0%,,,
WDC,62.98511018,93.58525794,86.31059524,50.45480159,84.27659363,84.45461538,75.9588919,3.4%,5.1%,4.2%,2.5%,3.2%,3.4%,,,
WEC,41.71424779,45.72563492,49.96527778,58.96674603,62.87914343,63.70961538,52.29568308,2.3%,2.5%,2.4%,2.9%,2.4%,2.5%,,,
WFC,40.77581814,50.3437496,54.79238095,48.92857143,54.9623506,63.05865385,50.41677109,2.2%,2.7%,2.7%,2.4%,2.1%,2.5%,,,
WHR,130.3432301,152.7696032,178.7186111,167.124246,177.1706773,173.5563462,162.1050159,7.1%,8.3%,8.7%,8.2%,6.6%,6.9%,,,
WLTW,,,,121.9432271,143.5176494,155.9823077,133.8754167,0.0%,0.0%,0.0%,6.0%,5.4%,6.2%,,,
WM,41.15123894,44.99896825,51.58293651,61.96253968,75.37840637,87.47769231,55.95534551,2.2%,2.4%,2.5%,3.0%,2.8%,3.5%,,,
WMB,35.59502212,48.94825,45.71363095,23.50819841,29.55149402,32.02461538,36.59523431,1.9%,2.6%,2.2%,1.2%,1.1%,1.3%,,,
WMT,75.9533615,77.27472222,72.56916667,69.48638889,78.8948008,102.9992308,75.39099658,4.1%,4.2%,3.5%,3.4%,3.0%,4.1%,,,
WRK,,,55.36424242,42.34,56.2449004,67.46,51.20906203,0.0%,0.0%,2.7%,2.1%,2.1%,2.7%,,,
WU,16.68378363,16.76128968,19.45,19.66378968,19.61868526,20.43384615,18.51201358,0.9%,0.9%,0.9%,1.0%,0.7%,0.8%,,,
WY,29.63159292,31.87650476,31.68031746,30.01303571,33.59872908,35.80884615,31.48582621,1.6%,1.7%,1.5%,1.5%,1.3%,1.4%,,,
WYN,62.75918142,76.04448373,82.72384921,70.71623016,97.02551793,120.1757692,79.02435258,3.4%,4.1%,4.0%,3.5%,3.6%,4.8%,,,
WYNN,143.5483181,199.0076425,102.0119841,90.24202381,129.039502,172.7719231,133.3763628,7.8%,10.8%,5.0%,4.4%,4.8%,6.9%,,,
XEC,82.26318584,121.1293056,111.0376984,114.9839167,114.1117131,121.9138462,109.5197077,4.5%,6.6%,5.4%,5.6%,4.3%,4.9%,,,
XEL,28.86243407,31.25960317,34.75579365,40.76150794,46.48762948,45.63961538,36.7638722,1.6%,1.7%,1.7%,2.0%,1.7%,1.8%,,,
XL,30.85774336,32.3825,37.26599167,34.76986111,40.74025896,35.86653846,35.30231128,1.7%,1.8%,1.8%,1.7%,1.5%,1.4%,,,
XLNX,42.03132743,46.15638492,43.82134921,49.39519841,64.58944223,72.67346154,49.81931612,2.3%,2.5%,2.1%,2.4%,2.4%,2.9%,,,
XOM,90.55331858,97.25462302,82.85095238,86.11972222,81.9009761,86.29423077,87.6525973,4.9%,5.3%,4.0%,4.2%,3.1%,3.4%,,,
XRAY,43.4517385,47.66934524,54.02365079,60.26402778,61.56342629,63.15769231,53.79490302,2.4%,2.6%,2.6%,2.9%,2.3%,2.5%,,,
XRX,38.68707788,49.85873016,45.77793651,39.03944444,29.76091633,31.65884615,40.48830786,2.1%,2.7%,2.2%,1.9%,1.1%,1.3%,,,
XYL,28.68460177,36.91174643,35.34579365,45.03849206,56.75454183,71.36038462,41.41547268,1.6%,2.0%,1.7%,2.2%,2.1%,2.8%,,,
YUM,70.23654912,74.32984127,80.21357143,78.71467143,72.25651394,83.29,75.42209873,3.8%,4.0%,3.9%,3.9%,2.7%,3.3%,,,
ZBH,81.10780973,101.4400397,108.7538095,113.5394048,118.475996,124.1836538,105.5420135,4.4%,5.5%,5.3%,5.6%,4.4%,5.0%,,,
ZION,27.51960177,29.25333333,28.52464286,28.67404762,44.27426175,52.81230769,32.16147712,1.5%,1.6%,1.4%,1.4%,1.7%,2.1%,,,
ZTS,31.95243363,34.02856746,46.12746032,47.82509802,61.06579681,75.77115385,45.09138896,1.7%,1.8%,2.2%,2.3%,2.3%,3.0%,,,
Grand Total,64.33398302,76.96599471,84.13384931,85.21426449,98.77712311,111.2501283,83.02333431,3.5%,4.2%,4.1%,4.2%,3.7%,4.4%,,,
